Addr,Block,CFO_100ppm,D_cm,LAoA_deg,LFoM,LPDoA_deg,RAoA_deg,Session Stopped,Status
0x0001,0,,,,,,,,Err
0x0002,0,546,259,0.0,0,0.0,0.0,,Ok
0x0001,1,,,,,,,,Err
0x0002,1,581,260,0.0,0,0.0,0.0,,Ok
0x0001,2,,,,,,,,Err
0x0002,2,569,265,0.0,0,0.0,0.0,,Ok
0x0001,3,,,,,,,,Err
0x0002,3,572,265,0.0,0,0.0,0.0,,Ok
0x0001,4,,,,,,,,Err
0x0002,4,554,265,0.0,0,0.0,0.0,,Ok
0x0001,5,,,,,,,,Err
0x0002,5,584,265,0.0,0,0.0,0.0,,Ok
0x0001,6,,,,,,,,Err
0x0002,6,588,266,0.0,0,0.0,0.0,,Ok
0x0001,7,,,,,,,,Err
0x0002,7,579,264,0.0,0,0.0,0.0,,Ok
0x0001,8,,,,,,,,Err
0x0002,8,588,252,0.0,0,0.0,0.0,,Ok
0x0001,9,,,,,,,,Err
0x0002,9,564,274,0.0,0,0.0,0.0,,Ok
0x0001,10,,,,,,,,Err
0x0002,10,,,,,,,,Err
0x0001,11,,,,,,,,Err
0x0002,11,584,261,0.0,0,0.0,0.0,,Ok
0x0001,12,,,,,,,,Err
0x0002,12,610,258,0.0,0,0.0,0.0,,Ok
0x0001,13,,,,,,,,Err
0x0002,13,618,257,0.0,0,0.0,0.0,,Ok
0x0001,14,,,,,,,,Err
0x0002,14,603,257,0.0,0,0.0,0.0,,Ok
0x0001,15,,,,,,,,Err
0x0002,15,606,258,0.0,0,0.0,0.0,,Ok
0x0001,16,,,,,,,,Err
0x0002,16,613,256,0.0,0,0.0,0.0,,Ok
0x0001,17,,,,,,,,Err
0x0002,17,596,259,0.0,0,0.0,0.0,,Ok
0x0001,18,,,,,,,,Err
0x0002,18,,,,,,,,Err
0x0001,19,,,,,,,,Err
0x0002,19,564,262,0.0,0,0.0,0.0,,Ok
0x0001,20,,,,,,,,Err
0x0002,20,602,262,0.0,0,0.0,0.0,,Ok
0x0001,21,,,,,,,,Err
0x0002,21,,,,,,,,Err
0x0001,22,,,,,,,,Err
0x0002,22,584,263,0.0,0,0.0,0.0,,Ok
0x0001,23,,,,,,,,Err
0x0002,23,602,264,0.0,0,0.0,0.0,,Ok
0x0001,24,,,,,,,,Err
0x0002,24,602,264,0.0,0,0.0,0.0,,Ok
0x0001,25,,,,,,,,Err
0x0002,25,599,263,0.0,0,0.0,0.0,,Ok
0x0001,26,,,,,,,,Err
0x0002,26,,,,,,,,Err
0x0001,27,,,,,,,,Err
0x0002,27,579,267,0.0,0,0.0,0.0,,Ok
0x0001,28,,,,,,,,Err
0x0002,28,585,267,0.0,0,0.0,0.0,,Ok
0x0001,29,,,,,,,,Err
0x0002,29,573,266,0.0,0,0.0,0.0,,Ok
0x0001,30,,,,,,,,Err
0x0002,30,597,266,0.0,0,0.0,0.0,,Ok
0x0001,31,,,,,,,,Err
0x0002,31,579,265,0.0,0,0.0,0.0,,Ok
0x0001,32,,,,,,,,Err
0x0002,32,,,,,,,,Err
0x0001,33,,,,,,,,Err
0x0002,33,,,,,,,,Err
0x0001,34,,,,,,,,Err
0x0002,34,587,269,0.0,0,0.0,0.0,,Ok
0x0001,35,,,,,,,,Err
0x0002,35,,,,,,,,Err
0x0001,36,,,,,,,,Err
0x0002,36,,,,,,,,Err
0x0001,37,,,,,,,,Err
0x0002,37,,,,,,,,Err
0x0001,38,,,,,,,,Err
0x0002,38,616,263,0.0,0,0.0,0.0,,Ok
0x0001,39,,,,,,,,Err
0x0002,39,,,,,,,,Err
0x0001,40,,,,,,,,Err
0x0002,40,,,,,,,,Err
0x0001,41,,,,,,,,Err
0x0002,41,,,,,,,,Err
0x0001,42,,,,,,,,Err
0x0002,42,579,260,0.0,0,0.0,0.0,,Ok
0x0001,43,,,,,,,,Err
0x0002,43,588,260,0.0,0,0.0,0.0,,Ok
0x0001,44,,,,,,,,Err
0x0002,44,,,,,,,,Err
0x0001,45,,,,,,,,Err
0x0002,45,594,261,0.0,0,0.0,0.0,,Ok
0x0001,46,,,,,,,,Err
0x0002,46,609,259,0.0,0,0.0,0.0,,Ok
0x0001,47,,,,,,,,Err
0x0002,47,,,,,,,,Err
0x0001,48,,,,,,,,Err
0x0002,48,,,,,,,,Err
0x0001,49,,,,,,,,Err
0x0002,49,587,266,0.0,0,0.0,0.0,,Ok
0x0001,50,,,,,,,,Err
0x0002,50,,,,,,,,Err
0x0001,51,,,,,,,,Err
0x0002,51,,,,,,,,Err
0x0001,52,,,,,,,,Err
0x0002,52,,,,,,,,Err
0x0001,53,,,,,,,,Err
0x0002,53,,,,,,,,Err
0x0001,54,,,,,,,,Err
0x0002,54,,,,,,,,Err
0x0001,55,,,,,,,,Err
0x0002,55,,,,,,,,Err
0x0001,56,,,,,,,,Err
0x0002,56,,,,,,,,Err
0x0001,57,,,,,,,,Err
0x0002,57,,,,,,,,Err
0x0001,58,,,,,,,,Err
0x0002,58,,,,,,,,Err
0x0001,59,,,,,,,,Err
0x0002,59,602,271,0.0,0,0.0,0.0,,Ok
0x0001,60,,,,,,,,Err
0x0002,60,606,270,0.0,0,0.0,0.0,,Ok
0x0001,61,,,,,,,,Err
0x0002,61,,,,,,,,Err
0x0001,62,,,,,,,,Err
0x0002,62,,,,,,,,Err
0x0001,63,,,,,,,,Err
0x0002,63,,,,,,,,Err
0x0001,64,,,,,,,,Err
0x0002,64,593,273,0.0,0,0.0,0.0,,Ok
0x0001,65,,,,,,,,Err
0x0002,65,,,,,,,,Err
0x0001,66,,,,,,,,Err
0x0002,66,,,,,,,,Err
0x0001,67,,,,,,,,Err
0x0002,67,,,,,,,,Err
0x0001,68,,,,,,,,Err
0x0002,68,,,,,,,,Err
0x0001,69,,,,,,,,Err
0x0002,69,,,,,,,,Err
0x0001,70,,,,,,,,Err
0x0002,70,,,,,,,,Err
0x0001,71,,,,,,,,Err
0x0002,71,,,,,,,,Err
0x0001,72,,,,,,,,Err
0x0002,72,,,,,,,,Err
0x0001,73,,,,,,,,Err
0x0002,73,593,271,0.0,0,0.0,0.0,,Ok
0x0001,74,,,,,,,,Err
0x0002,74,,,,,,,,Err
0x0001,75,,,,,,,,Err
0x0002,75,602,270,0.0,0,0.0,0.0,,Ok
0x0001,76,,,,,,,,Err
0x0002,76,,,,,,,,Err
0x0001,77,,,,,,,,Err
0x0002,77,,,,,,,,Err
0x0001,78,,,,,,,,Err
0x0002,78,,,,,,,,Err
0x0001,79,,,,,,,,Err
0x0002,79,,,,,,,,Err
0x0001,80,,,,,,,,Err
0x0002,80,,,,,,,,Err
0x0001,81,,,,,,,,Err
0x0002,81,572,271,0.0,0,0.0,0.0,,Ok
0x0001,82,,,,,,,,Err
0x0002,82,609,262,0.0,0,0.0,0.0,,Ok
0x0001,83,,,,,,,,Err
0x0002,83,588,266,0.0,0,0.0,0.0,,Ok
0x0001,84,,,,,,,,Err
0x0002,84,596,269,0.0,0,0.0,0.0,,Ok
0x0001,85,,,,,,,,Err
0x0002,85,593,266,0.0,0,0.0,0.0,,Ok
0x0001,86,,,,,,,,Err
0x0002,86,596,267,0.0,0,0.0,0.0,,Ok
0x0001,87,,,,,,,,Err
0x0002,87,593,271,0.0,0,0.0,0.0,,Ok
0x0001,88,,,,,,,,Err
0x0002,88,597,268,0.0,0,0.0,0.0,,Ok
0x0001,89,,,,,,,,Err
0x0002,89,612,264,0.0,0,0.0,0.0,,Ok
0x0001,90,,,,,,,,Err
0x0002,90,597,265,0.0,0,0.0,0.0,,Ok
0x0001,91,,,,,,,,Err
0x0002,91,625,265,0.0,0,0.0,0.0,,Ok
0x0001,92,,,,,,,,Err
0x0002,92,602,265,0.0,0,0.0,0.0,,Ok
0x0001,93,,,,,,,,Err
0x0002,93,575,265,0.0,0,0.0,0.0,,Ok
0x0001,94,,,,,,,,Err
0x0002,94,619,262,0.0,0,0.0,0.0,,Ok
0x0001,95,,,,,,,,Err
0x0002,95,596,263,0.0,0,0.0,0.0,,Ok
0x0001,96,,,,,,,,Err
0x0002,96,578,261,0.0,0,0.0,0.0,,Ok
0x0001,97,,,,,,,,Err
0x0002,97,596,262,0.0,0,0.0,0.0,,Ok
0x0001,98,,,,,,,,Err
0x0002,98,588,268,0.0,0,0.0,0.0,,Ok
0x0001,99,,,,,,,,Err
0x0002,99,606,265,0.0,0,0.0,0.0,,Ok
0x0001,100,,,,,,,,Err
0x0002,100,588,265,0.0,0,0.0,0.0,,Ok
0x0001,101,,,,,,,,Err
0x0002,101,596,265,0.0,0,0.0,0.0,,Ok
0x0001,102,,,,,,,,Err
0x0002,102,615,262,0.0,0,0.0,0.0,,Ok
0x0001,103,,,,,,,,Err
0x0002,103,578,262,0.0,0,0.0,0.0,,Ok
0x0001,104,,,,,,,,Err
0x0002,104,609,262,0.0,0,0.0,0.0,,Ok
0x0001,105,,,,,,,,Err
0x0002,105,613,260,0.0,0,0.0,0.0,,Ok
0x0001,106,,,,,,,,Err
0x0002,106,600,265,0.0,0,0.0,0.0,,Ok
0x0001,107,,,,,,,,Err
0x0002,107,606,265,0.0,0,0.0,0.0,,Ok
0x0001,108,,,,,,,,Err
0x0002,108,587,266,0.0,0,0.0,0.0,,Ok
0x0001,109,,,,,,,,Err
0x0002,109,602,265,0.0,0,0.0,0.0,,Ok
0x0001,110,,,,,,,,Err
0x0002,110,593,263,0.0,0,0.0,0.0,,Ok
0x0001,111,,,,,,,,Err
0x0002,111,630,266,0.0,0,0.0,0.0,,Ok
0x0001,112,,,,,,,,Err
0x0002,112,585,266,0.0,0,0.0,0.0,,Ok
0x0001,113,,,,,,,,Err
0x0002,113,603,267,0.0,0,0.0,0.0,,Ok
0x0001,114,,,,,,,,Err
0x0002,114,594,268,0.0,0,0.0,0.0,,Ok
0x0001,115,,,,,,,,Err
0x0002,115,609,268,0.0,0,0.0,0.0,,Ok
0x0001,116,,,,,,,,Err
0x0002,116,579,269,0.0,0,0.0,0.0,,Ok
0x0001,117,,,,,,,,Err
0x0002,117,625,265,0.0,0,0.0,0.0,,Ok
0x0001,118,,,,,,,,Err
0x0002,118,603,269,0.0,0,0.0,0.0,,Ok
0x0001,119,,,,,,,,Err
0x0002,119,606,265,0.0,0,0.0,0.0,,Ok
0x0001,120,,,,,,,,Err
0x0002,120,590,267,0.0,0,0.0,0.0,,Ok
0x0001,121,,,,,,,,Err
0x0002,121,602,265,0.0,0,0.0,0.0,,Ok
0x0001,122,,,,,,,,Err
0x0002,122,602,269,0.0,0,0.0,0.0,,Ok
0x0001,123,,,,,,,,Err
0x0002,123,603,269,0.0,0,0.0,0.0,,Ok
0x0001,124,,,,,,,,Err
0x0002,124,619,264,0.0,0,0.0,0.0,,Ok
0x0001,125,,,,,,,,Err
0x0002,125,610,267,0.0,0,0.0,0.0,,Ok
0x0001,126,,,,,,,,Err
0x0002,126,610,267,0.0,0,0.0,0.0,,Ok
0x0001,127,,,,,,,,Err
0x0002,127,604,264,0.0,0,0.0,0.0,,Ok
0x0001,128,,,,,,,,Err
0x0002,128,634,264,0.0,0,0.0,0.0,,Ok
0x0001,129,,,,,,,,Err
0x0002,129,606,265,0.0,0,0.0,0.0,,Ok
0x0001,130,,,,,,,,Err
0x0002,130,597,264,0.0,0,0.0,0.0,,Ok
0x0001,131,,,,,,,,Err
0x0002,131,631,268,0.0,0,0.0,0.0,,Ok
0x0001,132,,,,,,,,Err
0x0002,132,619,264,0.0,0,0.0,0.0,,Ok
0x0001,133,,,,,,,,Err
0x0002,133,587,268,0.0,0,0.0,0.0,,Ok
0x0001,134,,,,,,,,Err
0x0002,134,625,262,0.0,0,0.0,0.0,,Ok
0x0001,135,,,,,,,,Err
0x0002,135,615,265,0.0,0,0.0,0.0,,Ok
0x0001,136,,,,,,,,Err
0x0002,136,622,265,0.0,0,0.0,0.0,,Ok
0x0001,137,,,,,,,,Err
0x0002,137,621,263,0.0,0,0.0,0.0,,Ok
