Addr,Block,CFO_100ppm,D_cm,LAoA_deg,LFoM,LPDoA_deg,RAoA_deg,Session Stopped,Status
0x0001,0,,,,,,,,Err
0x0002,0,716,718,0.0,0,0.0,0.0,,Ok
0x0001,1,,,,,,,,Err
0x0002,1,676,718,0.0,0,0.0,0.0,,Ok
0x0001,2,,,,,,,,Err
0x0002,2,680,718,0.0,0,0.0,0.0,,Ok
0x0001,3,,,,,,,,Err
0x0002,3,670,721,0.0,0,0.0,0.0,,Ok
0x0001,4,,,,,,,,Err
0x0002,4,688,711,0.0,0,0.0,0.0,,Ok
0x0001,5,,,,,,,,Err
0x0002,5,680,717,0.0,0,0.0,0.0,,Ok
0x0001,6,,,,,,,,Err
0x0002,6,703,714,0.0,0,0.0,0.0,,Ok
0x0001,7,,,,,,,,Err
0x0002,7,539,719,0.0,0,0.0,0.0,,Ok
0x0001,8,,,,,,,,Err
0x0002,8,561,638,0.0,0,0.0,0.0,,Ok
0x0001,9,,,,,,,,Err
0x0002,9,569,716,0.0,0,0.0,0.0,,Ok
0x0001,10,,,,,,,,Err
0x0002,10,546,718,0.0,0,0.0,0.0,,Ok
0x0001,11,,,,,,,,Err
0x0002,11,581,714,0.0,0,0.0,0.0,,Ok
0x0001,12,,,,,,,,Err
0x0002,12,520,719,0.0,0,0.0,0.0,,Ok
0x0001,13,,,,,,,,Err
0x0002,13,534,724,0.0,0,0.0,0.0,,Ok
0x0001,14,,,,,,,,Err
0x0002,14,543,716,0.0,0,0.0,0.0,,Ok
0x0001,15,,,,,,,,Err
0x0002,15,542,719,0.0,0,0.0,0.0,,Ok
0x0001,16,,,,,,,,Err
0x0002,16,561,718,0.0,0,0.0,0.0,,Ok
0x0001,17,,,,,,,,Err
0x0002,17,564,715,0.0,0,0.0,0.0,,Ok
0x0001,18,,,,,,,,Err
0x0002,18,543,635,0.0,0,0.0,0.0,,Ok
0x0001,19,,,,,,,,Err
0x0002,19,548,720,0.0,0,0.0,0.0,,Ok
0x0001,20,,,,,,,,Err
0x0002,20,537,715,0.0,0,0.0,0.0,,Ok
0x0001,21,,,,,,,,Err
0x0002,21,548,711,0.0,0,0.0,0.0,,Ok
0x0001,22,,,,,,,,Err
0x0002,22,555,719,0.0,0,0.0,0.0,,Ok
0x0001,23,,,,,,,,Err
0x0002,23,558,712,0.0,0,0.0,0.0,,Ok
0x0001,24,,,,,,,,Err
0x0002,24,573,719,0.0,0,0.0,0.0,,Ok
0x0001,25,,,,,,,,Err
0x0002,25,554,715,0.0,0,0.0,0.0,,Ok
0x0001,26,,,,,,,,Err
0x0002,26,527,718,0.0,0,0.0,0.0,,Ok
0x0001,27,,,,,,,,Err
0x0002,27,534,714,0.0,0,0.0,0.0,,Ok
0x0001,28,,,,,,,,Err
0x0002,28,582,719,0.0,0,0.0,0.0,,Ok
0x0001,29,,,,,,,,Err
0x0002,29,557,717,0.0,0,0.0,0.0,,Ok
0x0001,30,,,,,,,,Err
0x0002,30,558,719,0.0,0,0.0,0.0,,Ok
0x0001,31,,,,,,,,Err
0x0002,31,545,711,0.0,0,0.0,0.0,,Ok
0x0001,32,,,,,,,,Err
0x0002,32,542,547,0.0,0,0.0,0.0,,Ok
0x0001,33,,,,,,,,Err
0x0002,33,512,545,0.0,0,0.0,0.0,,Ok
0x0001,34,,,,,,,,Err
0x0002,34,560,533,0.0,0,0.0,0.0,,Ok
0x0001,35,,,,,,,,Err
0x0002,35,551,713,0.0,0,0.0,0.0,,Ok
0x0001,36,,,,,,,,Err
0x0002,36,552,632,0.0,0,0.0,0.0,,Ok
0x0001,37,,,,,,,,Err
0x0002,37,537,709,0.0,0,0.0,0.0,,Ok
0x0001,38,,,,,,,,Err
0x0002,38,560,713,0.0,0,0.0,0.0,,Ok
0x0001,39,,,,,,,,Err
0x0002,39,542,716,0.0,0,0.0,0.0,,Ok
0x0001,40,,,,,,,,Err
0x0002,40,557,539,0.0,0,0.0,0.0,,Ok
0x0001,41,,,,,,,,Err
0x0002,41,543,542,0.0,0,0.0,0.0,,Ok
0x0001,42,,,,,,,,Err
0x0002,42,555,719,0.0,0,0.0,0.0,,Ok
0x0001,43,,,,,,,,Err
0x0002,43,518,714,0.0,0,0.0,0.0,,Ok
0x0001,44,,,,,,,,Err
0x0002,44,581,661,0.0,0,0.0,0.0,,Ok
0x0001,45,,,,,,,,Err
0x0002,45,526,715,0.0,0,0.0,0.0,,Ok
0x0001,46,,,,,,,,Err
0x0002,46,581,714,0.0,0,0.0,0.0,,Ok
0x0001,47,,,,,,,,Err
0x0002,47,536,713,0.0,0,0.0,0.0,,Ok
0x0001,48,,,,,,,,Err
0x0002,48,567,718,0.0,0,0.0,0.0,,Ok
0x0001,49,,,,,,,,Err
0x0002,49,551,717,0.0,0,0.0,0.0,,Ok
0x0001,50,,,,,,,,Err
0x0002,50,563,717,0.0,0,0.0,0.0,,Ok
0x0001,51,,,,,,,,Err
0x0002,51,575,719,0.0,0,0.0,0.0,,Ok
0x0001,52,,,,,,,,Err
0x0002,52,551,716,0.0,0,0.0,0.0,,Ok
0x0001,53,,,,,,,,Err
0x0002,53,593,720,0.0,0,0.0,0.0,,Ok
0x0001,54,,,,,,,,Err
0x0002,54,564,614,0.0,0,0.0,0.0,,Ok
0x0001,55,,,,,,,,Err
0x0002,55,557,715,0.0,0,0.0,0.0,,Ok
0x0001,56,,,,,,,,Err
0x0002,56,554,718,0.0,0,0.0,0.0,,Ok
0x0001,57,,,,,,,,Err
0x0002,57,560,715,0.0,0,0.0,0.0,,Ok
0x0001,58,,,,,,,,Err
0x0002,58,549,717,0.0,0,0.0,0.0,,Ok
0x0001,59,,,,,,,,Err
0x0002,59,581,716,0.0,0,0.0,0.0,,Ok
0x0001,60,,,,,,,,Err
0x0002,60,531,719,0.0,0,0.0,0.0,,Ok
0x0001,61,,,,,,,,Err
0x0002,61,555,721,0.0,0,0.0,0.0,,Ok
0x0001,62,,,,,,,,Err
0x0002,62,563,721,0.0,0,0.0,0.0,,Ok
0x0001,63,,,,,,,,Err
0x0002,63,537,719,0.0,0,0.0,0.0,,Ok
0x0001,64,,,,,,,,Err
0x0002,64,557,716,0.0,0,0.0,0.0,,Ok
0x0001,65,,,,,,,,Err
0x0002,65,545,716,0.0,0,0.0,0.0,,Ok
0x0001,66,,,,,,,,Err
0x0002,66,578,717,0.0,0,0.0,0.0,,Ok
0x0001,67,,,,,,,,Err
0x0002,67,558,715,0.0,0,0.0,0.0,,Ok
0x0001,68,,,,,,,,Err
0x0002,68,521,721,0.0,0,0.0,0.0,,Ok
0x0001,69,,,,,,,,Err
0x0002,69,534,721,0.0,0,0.0,0.0,,Ok
0x0001,70,,,,,,,,Err
0x0002,70,557,717,0.0,0,0.0,0.0,,Ok
0x0001,71,,,,,,,,Err
0x0002,71,597,717,0.0,0,0.0,0.0,,Ok
0x0001,72,,,,,,,,Err
0x0002,72,579,719,0.0,0,0.0,0.0,,Ok
0x0001,73,,,,,,,,Err
0x0002,73,593,721,0.0,0,0.0,0.0,,Ok
0x0001,74,,,,,,,,Err
0x0002,74,551,716,0.0,0,0.0,0.0,,Ok
0x0001,75,,,,,,,,Err
0x0002,75,588,716,0.0,0,0.0,0.0,,Ok
0x0001,76,,,,,,,,Err
0x0002,76,570,715,0.0,0,0.0,0.0,,Ok
0x0001,77,,,,,,,,Err
0x0002,77,558,718,0.0,0,0.0,0.0,,Ok
0x0001,78,,,,,,,,Err
0x0002,78,539,715,0.0,0,0.0,0.0,,Ok
0x0001,79,,,,,,,,Err
0x0002,79,585,719,0.0,0,0.0,0.0,,Ok
0x0001,80,,,,,,,,Err
0x0002,80,572,715,0.0,0,0.0,0.0,,Ok
0x0001,81,,,,,,,,Err
0x0002,81,545,712,0.0,0,0.0,0.0,,Ok
0x0001,82,,,,,,,,Err
0x0002,82,588,719,0.0,0,0.0,0.0,,Ok
0x0001,83,,,,,,,,Err
0x0002,83,551,713,0.0,0,0.0,0.0,,Ok
0x0001,84,,,,,,,,Err
0x0002,84,576,717,0.0,0,0.0,0.0,,Ok
0x0001,85,,,,,,,,Err
0x0002,85,564,714,0.0,0,0.0,0.0,,Ok
0x0001,86,,,,,,,,Err
0x0002,86,593,716,0.0,0,0.0,0.0,,Ok
0x0001,87,,,,,,,,Err
0x0002,87,560,713,0.0,0,0.0,0.0,,Ok
0x0001,88,,,,,,,,Err
0x0002,88,554,718,0.0,0,0.0,0.0,,Ok
0x0001,89,,,,,,,,Err
0x0002,89,572,711,0.0,0,0.0,0.0,,Ok
0x0001,90,,,,,,,,Err
0x0002,90,558,722,0.0,0,0.0,0.0,,Ok
0x0001,91,,,,,,,,Err
0x0002,91,554,719,0.0,0,0.0,0.0,,Ok
0x0001,92,,,,,,,,Err
0x0002,92,588,716,0.0,0,0.0,0.0,,Ok
0x0001,93,,,,,,,,Err
0x0002,93,540,717,0.0,0,0.0,0.0,,Ok
0x0001,94,,,,,,,,Err
0x0002,94,587,716,0.0,0,0.0,0.0,,Ok
0x0001,95,,,,,,,,Err
0x0002,95,569,715,0.0,0,0.0,0.0,,Ok
0x0001,96,,,,,,,,Err
0x0002,96,561,717,0.0,0,0.0,0.0,,Ok
0x0001,97,,,,,,,,Err
0x0002,97,557,722,0.0,0,0.0,0.0,,Ok
0x0001,98,,,,,,,,Err
0x0002,98,560,715,0.0,0,0.0,0.0,,Ok
0x0001,99,,,,,,,,Err
0x0002,99,,,,,,,,Err
0x0001,100,,,,,,,,Err
0x0002,100,573,719,0.0,0,0.0,0.0,,Ok
0x0001,101,,,,,,,,Err
0x0002,101,548,714,0.0,0,0.0,0.0,,Ok
0x0001,102,,,,,,,,Err
0x0002,102,588,715,0.0,0,0.0,0.0,,Ok
0x0001,103,,,,,,,,Err
0x0002,103,588,721,0.0,0,0.0,0.0,,Ok
0x0001,104,,,,,,,,Err
0x0002,104,557,714,0.0,0,0.0,0.0,,Ok
0x0001,105,,,,,,,,Err
0x0002,105,573,714,0.0,0,0.0,0.0,,Ok
0x0001,106,,,,,,,,Err
0x0002,106,543,716,0.0,0,0.0,0.0,,Ok
0x0001,107,,,,,,,,Err
0x0002,107,597,717,0.0,0,0.0,0.0,,Ok
0x0001,108,,,,,,,,Err
0x0002,108,573,713,0.0,0,0.0,0.0,,Ok
0x0001,109,,,,,,,,Err
0x0002,109,564,715,0.0,0,0.0,0.0,,Ok
0x0001,110,,,,,,,,Err
0x0002,110,567,714,0.0,0,0.0,0.0,,Ok
0x0001,111,,,,,,,,Err
0x0002,111,570,718,0.0,0,0.0,0.0,,Ok
0x0001,112,,,,,,,,Err
0x0002,112,566,629,0.0,0,0.0,0.0,,Ok
0x0001,113,,,,,,,,Err
0x0002,113,584,716,0.0,0,0.0,0.0,,Ok
0x0001,114,,,,,,,,Err
0x0002,114,567,716,0.0,0,0.0,0.0,,Ok
0x0001,115,,,,,,,,Err
0x0002,115,573,725,0.0,0,0.0,0.0,,Ok
0x0001,116,,,,,,,,Err
0x0002,116,563,723,0.0,0,0.0,0.0,,Ok
0x0001,117,,,,,,,,Err
0x0002,117,582,722,0.0,0,0.0,0.0,,Ok
0x0001,118,,,,,,,,Err
0x0002,118,567,713,0.0,0,0.0,0.0,,Ok
0x0001,119,,,,,,,,Err
0x0002,119,600,718,0.0,0,0.0,0.0,,Ok
0x0001,120,,,,,,,,Err
0x0002,120,564,719,0.0,0,0.0,0.0,,Ok
0x0001,121,,,,,,,,Err
0x0002,121,588,721,0.0,0,0.0,0.0,,Ok
0x0001,122,,,,,,,,Err
0x0002,122,569,720,0.0,0,0.0,0.0,,Ok
0x0001,123,,,,,,,,Err
0x0002,123,552,724,0.0,0,0.0,0.0,,Ok
0x0001,124,,,,,,,,Err
0x0002,124,564,721,0.0,0,0.0,0.0,,Ok
0x0001,125,,,,,,,,Err
0x0002,125,579,718,0.0,0,0.0,0.0,,Ok
0x0001,126,,,,,,,,Err
0x0002,126,579,720,0.0,0,0.0,0.0,,Ok
0x0001,127,,,,,,,,Err
0x0002,127,596,715,0.0,0,0.0,0.0,,Ok
0x0001,128,,,,,,,,Err
0x0002,128,594,719,0.0,0,0.0,0.0,,Ok
0x0001,129,,,,,,,,Err
0x0002,129,569,720,0.0,0,0.0,0.0,,Ok
0x0001,130,,,,,,,,Err
0x0002,130,566,716,0.0,0,0.0,0.0,,Ok
0x0001,131,,,,,,,,Err
0x0002,131,596,718,0.0,0,0.0,0.0,,Ok
0x0001,132,,,,,,,,Err
0x0002,132,585,719,0.0,0,0.0,0.0,,Ok
0x0001,133,,,,,,,,Err
0x0002,133,585,719,0.0,0,0.0,0.0,,Ok
0x0001,134,,,,,,,,Err
0x0002,134,587,715,0.0,0,0.0,0.0,,Ok
0x0001,135,,,,,,,,Err
0x0002,135,584,717,0.0,0,0.0,0.0,,Ok
0x0001,136,,,,,,,,Err
0x0002,136,584,714,0.0,0,0.0,0.0,,Ok
0x0001,137,,,,,,,,Err
0x0002,137,591,717,0.0,0,0.0,0.0,,Ok
0x0001,138,,,,,,,,Err
0x0002,138,584,717,0.0,0,0.0,0.0,,Ok
0x0001,139,,,,,,,,Err
0x0002,139,591,717,0.0,0,0.0,0.0,,Ok
0x0001,140,,,,,,,,Err
0x0002,140,555,718,0.0,0,0.0,0.0,,Ok
0x0001,141,,,,,,,,Err
0x0002,141,573,714,0.0,0,0.0,0.0,,Ok
0x0001,142,,,,,,,,Err
0x0002,142,616,717,0.0,0,0.0,0.0,,Ok
0x0001,143,,,,,,,,Err
0x0002,143,591,718,0.0,0,0.0,0.0,,Ok
0x0001,144,,,,,,,,Err
0x0002,144,606,718,0.0,0,0.0,0.0,,Ok
0x0001,145,,,,,,,,Err
0x0002,145,573,717,0.0,0,0.0,0.0,,Ok
0x0001,146,,,,,,,,Err
0x0002,146,560,713,0.0,0,0.0,0.0,,Ok
0x0001,147,,,,,,,,Err
0x0002,147,573,716,0.0,0,0.0,0.0,,Ok
0x0001,148,,,,,,,,Err
0x0002,148,576,726,0.0,0,0.0,0.0,,Ok
0x0001,149,,,,,,,,Err
0x0002,149,584,716,0.0,0,0.0,0.0,,Ok
0x0001,150,,,,,,,,Err
0x0002,150,573,719,0.0,0,0.0,0.0,,Ok
0x0001,151,,,,,,,,Err
0x0002,151,579,721,0.0,0,0.0,0.0,,Ok
0x0001,152,,,,,,,,Err
0x0002,152,588,714,0.0,0,0.0,0.0,,Ok
,,,,,,,,Stop request,
