Addr,Block,CFO_100ppm,D_cm,LAoA_deg,LFoM,LPDoA_deg,RAoA_deg,Session Stopped,Status
0x0001,0,,,,,,,,Err
0x0002,0,,,,,,,,Err
0x0001,1,,,,,,,,Err
0x0002,1,,,,,,,,Err
0x0001,2,,,,,,,,Err
0x0002,2,,,,,,,,Err
0x0001,3,,,,,,,,Err
0x0002,3,,,,,,,,Err
0x0001,4,,,,,,,,Err
0x0002,4,,,,,,,,Err
0x0001,5,,,,,,,,Err
0x0002,5,,,,,,,,Err
0x0001,6,,,,,,,,Err
0x0002,6,,,,,,,,Err
0x0001,7,,,,,,,,Err
0x0002,7,,,,,,,,Err
0x0001,8,,,,,,,,Err
0x0002,8,,,,,,,,Err
0x0001,9,,,,,,,,Err
0x0002,9,,,,,,,,Err
0x0001,10,,,,,,,,Err
0x0002,10,,,,,,,,Err
0x0001,11,,,,,,,,Err
0x0002,11,,,,,,,,Err
0x0001,12,,,,,,,,Err
0x0002,12,,,,,,,,Err
0x0001,13,,,,,,,,Err
0x0002,13,,,,,,,,Err
0x0001,14,,,,,,,,Err
0x0002,14,,,,,,,,Err
0x0001,15,,,,,,,,Err
0x0002,15,,,,,,,,Err
0x0001,16,,,,,,,,Err
0x0002,16,,,,,,,,Err
0x0001,17,,,,,,,,Err
0x0002,17,,,,,,,,Err
0x0001,18,,,,,,,,Err
0x0002,18,,,,,,,,Err
0x0001,19,,,,,,,,Err
0x0002,19,,,,,,,,Err
0x0001,20,,,,,,,,Err
0x0002,20,,,,,,,,Err
0x0001,21,,,,,,,,Err
0x0002,21,,,,,,,,Err
0x0001,22,,,,,,,,Err
0x0002,22,,,,,,,,Err
0x0001,23,,,,,,,,Err
0x0002,23,,,,,,,,Err
0x0001,24,,,,,,,,Err
0x0002,24,658,385,0.0,0,0.0,0.0,,Ok
0x0001,25,,,,,,,,Err
0x0002,25,,,,,,,,Err
0x0001,26,,,,,,,,Err
0x0002,26,,,,,,,,Err
0x0001,27,,,,,,,,Err
0x0002,27,,,,,,,,Err
0x0001,28,,,,,,,,Err
0x0002,28,,,,,,,,Err
0x0001,29,,,,,,,,Err
0x0002,29,,,,,,,,Err
0x0001,30,,,,,,,,Err
0x0002,30,,,,,,,,Err
0x0001,31,,,,,,,,Err
0x0002,31,,,,,,,,Err
0x0001,32,,,,,,,,Err
0x0002,32,,,,,,,,Err
0x0001,33,,,,,,,,Err
0x0002,33,,,,,,,,Err
0x0001,34,,,,,,,,Err
0x0002,34,,,,,,,,Err
0x0001,35,,,,,,,,Err
0x0002,35,,,,,,,,Err
0x0001,36,,,,,,,,Err
0x0002,36,,,,,,,,Err
0x0001,37,,,,,,,,Err
0x0002,37,,,,,,,,Err
0x0001,38,,,,,,,,Err
0x0002,38,,,,,,,,Err
0x0001,39,,,,,,,,Err
0x0002,39,,,,,,,,Err
0x0001,40,,,,,,,,Err
0x0002,40,,,,,,,,Err
0x0001,41,,,,,,,,Err
0x0002,41,679,541,0.0,0,0.0,0.0,,Ok
0x0001,42,,,,,,,,Err
0x0002,42,,,,,,,,Err
0x0001,43,,,,,,,,Err
0x0002,43,,,,,,,,Err
0x0001,44,,,,,,,,Err
0x0002,44,,,,,,,,Err
0x0001,45,,,,,,,,Err
0x0002,45,,,,,,,,Err
0x0001,46,,,,,,,,Err
0x0002,46,,,,,,,,Err
0x0001,47,,,,,,,,Err
0x0002,47,,,,,,,,Err
0x0001,48,,,,,,,,Err
0x0002,48,,,,,,,,Err
0x0001,49,,,,,,,,Err
0x0002,49,,,,,,,,Err
0x0001,50,,,,,,,,Err
0x0002,50,,,,,,,,Err
0x0001,51,,,,,,,,Err
0x0002,51,,,,,,,,Err
0x0001,52,,,,,,,,Err
0x0002,52,,,,,,,,Err
0x0001,53,,,,,,,,Err
0x0002,53,,,,,,,,Err
0x0001,54,,,,,,,,Err
0x0002,54,,,,,,,,Err
0x0001,55,,,,,,,,Err
0x0002,55,630,522,0.0,0,0.0,0.0,,Ok
0x0001,56,,,,,,,,Err
0x0002,56,,,,,,,,Err
0x0001,57,,,,,,,,Err
0x0002,57,,,,,,,,Err
0x0001,58,,,,,,,,Err
0x0002,58,,,,,,,,Err
0x0001,59,,,,,,,,Err
0x0002,59,,,,,,,,Err
0x0001,60,,,,,,,,Err
0x0002,60,,,,,,,,Err
0x0001,61,,,,,,,,Err
0x0002,61,,,,,,,,Err
0x0001,62,,,,,,,,Err
0x0002,62,,,,,,,,Err
0x0001,63,,,,,,,,Err
0x0002,63,,,,,,,,Err
0x0001,64,,,,,,,,Err
0x0002,64,,,,,,,,Err
0x0001,65,,,,,,,,Err
0x0002,65,,,,,,,,Err
0x0001,66,,,,,,,,Err
0x0002,66,,,,,,,,Err
0x0001,67,,,,,,,,Err
0x0002,67,612,279,0.0,0,0.0,0.0,,Ok
0x0001,68,,,,,,,,Err
0x0002,68,,,,,,,,Err
0x0001,69,,,,,,,,Err
0x0002,69,651,286,0.0,0,0.0,0.0,,Ok
0x0001,70,,,,,,,,Err
0x0002,70,661,284,0.0,0,0.0,0.0,,Ok
0x0001,71,,,,,,,,Err
0x0002,71,654,290,0.0,0,0.0,0.0,,Ok
0x0001,72,,,,,,,,Err
0x0002,72,,,,,,,,Err
0x0001,73,,,,,,,,Err
0x0002,73,,,,,,,,Err
0x0001,74,,,,,,,,Err
0x0002,74,,,,,,,,Err
0x0001,75,,,,,,,,Err
0x0002,75,,,,,,,,Err
0x0001,76,,,,,,,,Err
0x0002,76,631,295,0.0,0,0.0,0.0,,Ok
0x0001,77,,,,,,,,Err
0x0002,77,654,407,0.0,0,0.0,0.0,,Ok
0x0001,78,,,,,,,,Err
0x0002,78,673,296,0.0,0,0.0,0.0,,Ok
0x0001,79,,,,,,,,Err
0x0002,79,648,306,0.0,0,0.0,0.0,,Ok
0x0001,80,,,,,,,,Err
0x0002,80,,,,,,,,Err
0x0001,81,,,,,,,,Err
0x0002,81,685,341,0.0,0,0.0,0.0,,Ok
0x0001,82,,,,,,,,Err
0x0002,82,686,307,0.0,0,0.0,0.0,,Ok
0x0001,83,,,,,,,,Err
0x0002,83,651,298,0.0,0,0.0,0.0,,Ok
0x0001,84,,,,,,,,Err
0x0002,84,676,294,0.0,0,0.0,0.0,,Ok
0x0001,85,,,,,,,,Err
0x0002,85,651,309,0.0,0,0.0,0.0,,Ok
0x0001,86,,,,,,,,Err
0x0002,86,,,,,,,,Err
0x0001,87,,,,,,,,Err
0x0002,87,651,303,0.0,0,0.0,0.0,,Ok
0x0001,88,,,,,,,,Err
0x0002,88,,,,,,,,Err
0x0001,89,,,,,,,,Err
0x0002,89,,,,,,,,Err
0x0001,90,,,,,,,,Err
0x0002,90,,,,,,,,Err
0x0001,91,,,,,,,,Err
0x0002,91,,,,,,,,Err
0x0001,92,,,,,,,,Err
0x0002,92,,,,,,,,Err
0x0001,93,,,,,,,,Err
0x0002,93,,,,,,,,Err
0x0001,94,,,,,,,,Err
0x0002,94,,,,,,,,Err
0x0001,95,,,,,,,,Err
0x0002,95,,,,,,,,Err
0x0001,96,,,,,,,,Err
0x0002,96,679,306,0.0,0,0.0,0.0,,Ok
0x0001,97,,,,,,,,Err
0x0002,97,636,285,0.0,0,0.0,0.0,,Ok
0x0001,98,,,,,,,,Err
0x0002,98,661,282,0.0,0,0.0,0.0,,Ok
0x0001,99,,,,,,,,Err
0x0002,99,660,282,0.0,0,0.0,0.0,,Ok
0x0001,100,,,,,,,,Err
0x0002,100,654,278,0.0,0,0.0,0.0,,Ok
0x0001,101,,,,,,,,Err
0x0002,101,645,293,0.0,0,0.0,0.0,,Ok
0x0001,102,,,,,,,,Err
0x0002,102,689,335,0.0,0,0.0,0.0,,Ok
0x0001,103,,,,,,,,Err
0x0002,103,689,269,0.0,0,0.0,0.0,,Ok
0x0001,104,,,,,,,,Err
0x0002,104,680,295,0.0,0,0.0,0.0,,Ok
0x0001,105,,,,,,,,Err
0x0002,105,700,291,0.0,0,0.0,0.0,,Ok
0x0001,106,,,,,,,,Err
0x0002,106,660,494,0.0,0,0.0,0.0,,Ok
0x0001,107,,,,,,,,Err
0x0002,107,643,545,0.0,0,0.0,0.0,,Ok
0x0001,108,,,,,,,,Err
0x0002,108,667,322,0.0,0,0.0,0.0,,Ok
0x0001,109,,,,,,,,Err
0x0002,109,645,284,0.0,0,0.0,0.0,,Ok
0x0001,110,,,,,,,,Err
0x0002,110,701,291,0.0,0,0.0,0.0,,Ok
0x0001,111,,,,,,,,Err
0x0002,111,655,300,0.0,0,0.0,0.0,,Ok
0x0001,112,,,,,,,,Err
0x0002,112,651,286,0.0,0,0.0,0.0,,Ok
0x0001,113,,,,,,,,Err
0x0002,113,648,292,0.0,0,0.0,0.0,,Ok
0x0001,114,,,,,,,,Err
0x0002,114,655,474,0.0,0,0.0,0.0,,Ok
0x0001,115,,,,,,,,Err
0x0002,115,657,399,0.0,0,0.0,0.0,,Ok
0x0001,116,,,,,,,,Err
0x0002,116,639,390,0.0,0,0.0,0.0,,Ok
0x0001,117,,,,,,,,Err
0x0002,117,658,390,0.0,0,0.0,0.0,,Ok
0x0001,118,,,,,,,,Err
0x0002,118,655,385,0.0,0,0.0,0.0,,Ok
0x0001,119,,,,,,,,Err
0x0002,119,652,385,0.0,0,0.0,0.0,,Ok
0x0001,120,,,,,,,,Err
0x0002,120,678,383,0.0,0,0.0,0.0,,Ok
0x0001,121,,,,,,,,Err
0x0002,121,643,280,0.0,0,0.0,0.0,,Ok
0x0001,122,,,,,,,,Err
0x0002,122,,,,,,,,Err
0x0001,123,,,,,,,,Err
0x0002,123,633,289,0.0,0,0.0,0.0,,Ok
0x0001,124,,,,,,,,Err
0x0002,124,,,,,,,,Err
0x0001,125,,,,,,,,Err
0x0002,125,639,291,0.0,0,0.0,0.0,,Ok
0x0001,126,,,,,,,,Err
0x0002,126,654,289,0.0,0,0.0,0.0,,Ok
0x0001,127,,,,,,,,Err
0x0002,127,613,286,0.0,0,0.0,0.0,,Ok
0x0001,128,,,,,,,,Err
0x0002,128,666,295,0.0,0,0.0,0.0,,Ok
0x0001,129,,,,,,,,Err
0x0002,129,637,296,0.0,0,0.0,0.0,,Ok
0x0001,130,,,,,,,,Err
0x0002,130,667,295,0.0,0,0.0,0.0,,Ok
0x0001,131,,,,,,,,Err
0x0002,131,634,294,0.0,0,0.0,0.0,,Ok
0x0001,132,,,,,,,,Err
0x0002,132,,,,,,,,Err
0x0001,133,,,,,,,,Err
0x0002,133,667,290,0.0,0,0.0,0.0,,Ok
0x0001,134,,,,,,,,Err
0x0002,134,646,316,0.0,0,0.0,0.0,,Ok
